ZINC28756821,C1=CC=C(C=C1)CC(C(=O)C2=NC3=CC=CC=C3S2)NC(=O)CN4C(=NC=C(C4=O)N)C5=CC=C(C=C5)F
D02237,C1CCCN(CCC1)CCN=C(N)N.C1CCCN(CCC1)CCN=C(N)N.OS(=O)(=O)O
D03805,C1C(=O)NC(=O)C12C3=C(C=CC(=C3)F)C(=O)N(C2=O)CC4=C(C=C(C=C4)Br)F
2OM,C1C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O
GLC,C(C1C(C(C(C(O1)O)O)O)O)O
D00449,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4
D00218,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
SIA,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O
TLA,C(C(C(=O)O)O)(C(=O)O)O
ZINC40408321,COC1=CC2=C(C=C1)C(=CC(=O)O2)CC(=O)NC3=CC=CC=C3S(=O)(=O)N
ZINC29341576,CC(CCC(=O)NC1=C(C=C(C=C1)S(=O)(=O)N)I)C2CCC3C2(C(CC4C3CCC5C4(CCC(C5)O)C)O)C
ZINC01553970,CCOC(CC1=CC=C(C=C1)OCC=C(C2=CC=C(C=C2)C3=CC=CC=C3)C4=CC=C(C=C4)C5=CC=CC=C5)C(=O)O
ZINC13758353,C=C(C1CNC(C1CC(=O)O)C(=O)O)C2=CC=CC=C2
D00996,CNCC(C1=CC(=C(C=C1)O)O)O.Cl
D00160,C(CCC(=O)O)CCN
ZINC13284518,CCC1=C(C2=C(C=CC(=C2)OC)N=C1C)SCCC#N
NAG,CC(=O)NC1C(C(C(OC1O)CO)O)O
D01132,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C
ZINC12505037,COC1=C(C=CC=C1O)C=O
ZINC26962369,CC1=C(C(=CC=C1)CC(CS)C(=O)O)C
ZINC29043240,CC1=NC2C(C(C(OC2(S1)CNC(=O)OC(C)(C)C)CO)O)O
ZINC04492883,CCC=CCC1C(CCC1=O)CC(=O)O
ZINC01420707,C1=CC(=C(C=C1S(=O)(=O)N)Cl)N
ZINC02047688,C1=C(C(=O)NC(=O)N1CC(C(=O)O)N)I
ZINC13492899,C1=C(C2=C(N1)C(=O)N=CN2)C3C(C(C(N3)CO)O)O
D03252,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC
ZINC13799059,C1=CC2=C(C(=O)N(C2=O)CCC3=CC=C(C=C3)S(=O)(=O)N)N=C1
D00676,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C.C(CC(=O)O)C(=O)O
D00294,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
ZINC42966452,C1=CC=C(C=C1)COC(=O)CC(CC(=O)OCC2=CC=CC=C2)(C(=O)OCC3=CC=CC=C3)NC(=O)COC4=CC=CC=C4
D00577,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O
ZINC13539302,CCCC1=C2C(=CC(=C1OC(C3=CC=CC=C3)C(=O)O)Cl)C(=NO2)CC
D00726,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
ZINC34804709,CC(C)(C1=CC(=C(C(=C1)C2=CC(=CC=C2)CNC(=O)NC3=C(C=CC=C3F)F)O)C4=CC5=C(N4)C=CN=C5N)C(=O)O
D00227,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
D02655,CCN1C2=NC=C(C(=C2C=N1)NN=C(C)C)C(=O)OCC.Cl
D00513,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
D01223,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O
D00330,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O
D00394,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
D03115,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.O.Cl.Cl
D00649,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.O.O.Cl
ZINC34718042,C(CNS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=O)NC1=NN=C(S1)S(=O)(=O)N
ZINC14976460,CC(=O)NC1C(C(C(OC1OC)CO)OC2C(C(C(C(O2)CO)O)NC(=S)NCC3=CN=CC=C3)O)O
D00118,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
ZINC13776905,CC(C)CC(CC(=O)NO)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NCC3=CC=CC=N3
D01704,COC1=C(C=C(C=C1)C2(CCC(CC2)C(=O)O)C#N)OC3CCCC3
D00371,CN1C2=C(C(=O)N(C1=O)C)NC=N2
ZINC15348675,C1=CC=C(C=C1)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=N4
ZINC82154205,C1OC2=C(O1)C=C(C=C2)C(=O)C=CC3=CC=C(O3)C4=C(C=CC(=C4)C(F)(F)F)Cl
ZINC43195662,C1CC2=CC=CC(=C2CC(=O)C1N)C3=CC=CC=C3
FMC,C1=NC2=C(NN=C2C(=N1)N)C3C(C(C(O3)CO)O)O
ZINC00267655,CN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=CC=C3)C
ZINC04934439,CCCCNC(=O)C1CCCN1C(=O)NC2CCCCC2
ZINC02169014,CC1=C(C=CC2=C1NC(=O)C2=O)Cl
ZINC03861744,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O
ZINC95592172,C1=CC=C(C=C1)CCS(=O)(=O)C2=C(C(=C(C(=C2F)F)S(=O)(=O)N)F)F
ZINC12370797,C1=CC(=CN=C1)C2=CC=C(S2)CN
ZINC12358240,CCCC1=C(C=CC2=C1ON=C2C3=CC=CC=C3)OCCCCOC4=CC=CC(=C4)C(C)(C)C(=O)O
ZINC28348930,C1=CC(=CC=C1COS(=O)(=O)N)COS(=O)(=O)N
ZINC13826181,C1=CC(=C(C2=C1NC(=NC2=O)N)SC3=CC=NC=C3)Cl
D00300,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
D00294,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
ZINC29125931,CN1C(=O)C(=CC=CC2=CC=C(C=C2)N(C)C)C(=O)N(C1=O)C
ZINC14956414,COC1=CC=CC=C1OC2CCN(C2)C3=NC=NC4=CC(=C(C=C43)OC)OC
ZINC28645930,C1CNCC1NC(=O)C(CCCN=C(N)N[N+](=O)[O-])N
ZINC03995880,C1=CC(=CC=C1C(C(=O)O)N)P(=O)(O)O
D01690,COC1=C(C=C(C=C1)C(=O)N2CCN(CC2)C3=CC4=C(C=C3)NC(=O)CC4)OC
D00574,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N
D03784,C1=CC(=CC(=C1)Cl)C(C2=CC3=C(C=C2)N=CN3)N4C=CN=C4.Cl
ZINC00057733,COC1=C(C=C2C(=C1)C=CC(=O)O2)O
D7K,CC1=C(SC(=[N+]1CC2=CN=C(N=C2N)C)C(C3=CC=CC=C3)(O)P(=O)(O)OC)CCOP(=O)(O)OP(=O)(O)O
ZINC95587096,C1=CC(=CC=C1CCNC2=C(C(=C(C(=C2F)F)S(=O)(=O)N)F)F)O
ZINC28826231,CCS(=O)(=O)N1CC(C(C1)NC(=O)C2=CC=C(S2)Cl)NC(=O)C3=CC=C(C=C3)N4C=CC=CC4=O
ZINC89470102,C1=CN(C(=O)N=C1N)C2C(C(C(C(O2)CO)O)F)O
ZINC26834764,CC(C)OC1=CC=CC(=C1)NC(=O)C2=CC(=C3C=C(C=CC3=C2)C(=N)N)C4CCOC4
D03670,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O
VIB,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO
D00579,C(=O)([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+]
ZINC13492565,CCN(CCCC1=CC=C(C=C1)Cl)C2=NC(=NC(=N2)NCCC3=CC=C(C=C3)O)N4CCNCC4
ZINC66100040,C1CCC(CC1)C2=CC=C(C=C2)CNC3=NC4=C(C(=N3)OC5=CC=C(C=C5)F)N=CN4CC(=O)O
ZINC45505838,CC(C)CCC1=CC(=NC(=N1)SCC2=CC=CC=C2)SCC3=CC=CC=C3
ZINC89469872,C=[NH+]C(CC1=CNC2=CC=CC=C21)C(=O)[O-]
D01699,C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5.Br
ZINC13741454,CN(CC1=CC(=NC=C1)CO)C2=C3C=CC=C4C3=C(C=C2)N=C4N
ZINC13735351,CC1=NC(=O)C2=C(N1)C=CC3=C2C=C(C=C3)CNC4=CC5=C(C=C4)C(=O)N(S5)C(CCC(=O)O)C(=O)O
ZINC73309995,CC1=CC(=NC(=C1)N)CC2CNCC2OCCNCC3=CC=CC=C3O
RCA,CC1=C(NC(=O)NC1=O)CC2(C(NC(=O)NC2=O)CO)C
D00627,CCCC1=NC2=C(C=C(C=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C5=NC6=CC=CC=C6N5C)C
ZINC28567821,CC(=O)NC1=CC=C(C=C1)CS(=O)(=O)C(C)(C)C(C(=O)N2CC(CC2C#N)F)N
ZINC26829212,COC1=C(C2=C(C=CC(=C2)C(=N)N)C=C1)C3=COC=C3
ZINC13766188,C1CCC(CC1)C(CC(=O)N2CCCC2C(=O)NCC3CCC(CC3)N)C4CCCCC4
D00293,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
ZINC03831996,C1=CC=C(C=C1)CC2C(C(C(N(C(=O)N2CC3=CC(=CC=C3)N)CC4=CC(=CC=C4)N)CC5=CC=CC=C5)O)O
ZINC36242769,CC1(C2CCC1(C(=O)C2)CCS(=O)(=O)NC(CC3=CC=CC(=C3)C(=N)N)C(=O)N4CCN(CC4)S(=O)(=O)C)C
D00499,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC
ZINC40866756,COC1=C(C=C(C=C1)NC2=NC3=CC(=CC(=C3N=C2C4=CC=CC=C4)[N+](=O)[O-])[N+](=O)[O-])OC
D00454,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C
ZINC27629951,CN(CCCC1=CC=C(C=C1)Cl)C2=NC(=NC(=N2)NCCC3=CC=C(C=C3)O)N4CCN(CC4)CC5=CN=CC=C5
D00567,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
ZINC13800639,C1=CC(=C(C=C1S(=O)(=O)N)Br)NC(=O)CNC(=O)CN
D00094,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
FP5,B(CNC(=O)CC1=CC=CC=C1)(O)O
D00451,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
D00045,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O
ZINC28821265,C1=CC2=C(C=CC(=C2)C=C3C(=O)N=C(S3)NCC4=CC=CS4)N=C1
D02204,C[N+](C)(C)CCCCCC[N+](C)(C)C.[Br-].[Br-]
D02769,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O
MPP,COC1=C(C=C(C=C1)CCC(=O)O)OC
D00563,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
ZINC04846231,CC(=CC1(C(=O)C=C(S1)O)C)C=C
ZINC27742061,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)CSCCCC2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3
D00394,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
ZINC13863686,C1=CC2=C(C=C1C(=N)N)NC(=C3C=C(C=CC3=O)[N+](=O)[O-])N2
ZINC28388405,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C(C)CC)NC(=O)C4=NC=CN=C4
D00216,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO
ZINC14881294,C1=CC2=C(C=CC3=C2C(=C1)C(OC3=O)(C4=CC(=C(C=C4)O)Br)C5=CC(=C(C=C5)O)Br)Cl
ZINC29324334,CC(CCC(=O)NC1=CC=CC=C1S(=O)(=O)N)C2CCC3C2(CCC4C3CCC5C4(CCC(C5)O)C)C
D02204,C[N+](C)(C)CCCCCC[N+](C)(C)C.[Br-].[Br-]
ZINC49110145,CC1C2=CC(=C(C=C2CCN1S(=O)(=O)N)OC)OC
D00530,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C
D00646,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
ZINC14956496,CC1=NC2=C(C=C1)C=C(C=C2)OC3CCN(C3)C4=NC=NC5=CC(=C(C=C54)OC)OC
ZINC01532752,CCCCC(=O)O
D00448,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NN=C3C=CC(=O)C(=C3)C(=O)O
ZINC13804295,CC(C)C1=CC(=CC(=[N+]1CC(=O)NC2=CC=C(C=C2)S(=O)(=O)N)C(C)C)C3=CC=CC=C3
ZINC34717645,CCCCCCCC(=O)NCCOC1=CC=C(C=C1)CC2=C(NC(=O)S2)O
ZINC95585195,C1=CC=C(C=C1)COC2=CC3=C(C=C2)OS(=O)(=O)C=C3
ZINC01741507,COC1=CC=CC=C1NC(=O)NC2=CC=C(C=C2)S(=O)(=O)N
D01840,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl
ZINC27100653,CC1=CC(=C2C(=CC=C(N2)C(=O)O)C1=O)C
ZINC72123349,C1CC1CSC2=NC(=NC(=O)N2)SCC3=CC=CC=C3
D03350,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4.Cl.Cl
ZINC51355960,CC1=C(C=CC(=C1)OC)NC(=O)NC2=CC=C(C=C2)S(=O)(=O)N
ZINC42922440,C1=CC(=CC(=C1)I)C2=C(C(=NO2)C(=O)O)CO
ZINC27330331,CCC(C(=O)C(=O)NCC)NC(=O)C(CC(C)C)NC(=O)C1=CN=CC=C1
ZINC49070789,CC(C(=O)NC(C1CCCCC1)C(=O)N2CCCC2C3=NC4=C(C=CC=C4S3)C5=CC=CC=C5F)NC
GSH,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N
D00426,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
ZINC96142975,CC(C)CN(C(CCCCNC(=O)C(C(C1=CC=CC=C1)C2=CC=CC=C2)NC(=O)C3=CC=CN3)CO)S(=O)(=O)C4=CC=C(C=C4)N
ZINC22925407,C1=C(C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N)NC(=O)CNCCNCC(=O)O
ZINC14979837,C1=CC=NC(=C1)C2=CN=C(O2)C(=O)CCCCCCC3=CC(=CC=C3)N
D00545,C(C(F)(F)F)(OC(F)F)Cl
D01071,CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2
D03260,CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C.O.O.O.Cl
D00274,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F
ZINC72106652,C1=CSC(=C1CN2C(=O)C3=C(C=CS3)N(C2=O)CC(C(=O)O)N)P(=O)(O)O
D02149,CNCC(C1=CC(=C(C=C1)O)O)O.C(C(C(=O)O)O)(C(=O)O)O
ZINC49019463,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)N)NC(=O)C(CCC(=O)O)NC(=O)CS
ZINC49112301,C1=CC=C(C=C1)C(CNC2=NC=C(N(C2=O)CC(=O)NCCON=C(N)N)Cl)(F)F
ZINC28381675,CCC(C)C(C(=O)N)NC(=O)C(CC1=CC(=C(C=C1)OCC(=O)O)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C
D00519,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2
ZINC13782218,CCOC(=O)C(C1=CC=C(C=C1)OC2CCN(C2)CC=C)OC3=CC4=C(CCN(C4)C(=N)N)C=C3
ZINC05378639,CC1=CC(=[N+](C(=C1)C)C2=CC(=CC=C2)O)C
D00270,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
GTX,CCCCCCSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)[NH3+]
ZINC29322324,CC1CC2=CC(=CC3=C2N(C1CC(=O)NC4=CC=CC=C4)C(=O)C(=O)N3)Br
ZINC02169010,C1=CC(=C2C(=C1Cl)C(=O)C(=O)N2)Cl
D00380,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
D00775,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
ZINC66103493,CN(C#N)N(C)C(=O)C(CC1=CC=C(C=C1)O)NC(=O)OCC2=CC=CC=C2
ZINC04748426,C1=CC2=C(C=CC(=C2)N=NC3=CC=CC4=C3C=CC=C4S(=O)(=O)O)C(=C1)S(=O)(=O)N
ZINC49016988,C(CCN)CC(C(=O)N)NC(=O)C(CCCCN)NC(=O)CS
ZINC01602517,CCCC(=O)C(=O)CCC
D00340,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
ZINC27990496,CC(C)C1=CC(=CC(=[N+]1CC2=CC=C(C=C2)S(=O)(=O)N)C3=CC=CC=C3)C4=CC=CC=C4
D01828,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N
ZINC00967532,C1=CC=CC=C1
ZINC12862356,CC1CN(CC(O1)C)C(=O)CSC2=CC=CC=C2
ZINC28398213,C1C(CC2=C1C=CC(=C2)S(=O)(=O)O)N
ZINC64744296,CC1=CC(=NC(=C1)N)CCC2=CC=CC(=N2)CCC3=CC(=NC(=C3)N)C
D00160,C(CCC(=O)O)CCN
D00964,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3
ZINC14980023,C1=CC=C(C=C1)CCCCSCC(=O)C2=NC=C(O2)C3=CC=CC=N3
ZINC95586949,C1=CC=C(C=C1)C=CC=C(C#N)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N
ZINC55669663,C1=CC(=CC=C1CCNC2=NC(=NC(=N2)NCC(=O)O)Cl)S(=O)(=O)N
D00528,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
ZINC00056721,CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N
ZINC13809555,C(CCNC(=O)C(CCCN=C(N)N[N+](=O)[O-])N)CN
ZINC14954156,CCCCCNC(=O)C(CC1=CC=C(C=C1)N(C2=CC=CC=C2C(=O)O)C(=O)C(=O)O)NC(=O)OC(C)(C)C
ZINC28564505,CS(=O)(=O)NC(=O)CCP(=O)(O)O
D00618,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
D00294,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
D00131,CCN(CC)C(=S)SSC(=S)N(CC)CC
ZINC28474852,CCCNC1=NC(=NC(=N1)NC2=CC=C(C=C2)S(=O)(=O)N)NCCC
D00646,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
D03784,C1=CC(=CC(=C1)Cl)C(C2=CC3=C(C=C2)N=CN3)N4C=CN=C4.Cl
ZINC14968890,C1=CC=C2C(=C1)C=CC3=C2C(=O)OC3(C4=CC(=C(C=C4)O)F)C5=CC(=C(C=C5)O)F
ZINC03591050,C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)C(=N)N)O
ZINC05579377,CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
D00537,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C
D00542,C(C(F)(F)F)(Cl)Br
D00043,CC(C)OP(=O)(OC(C)C)F
ZINC18710082,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C
ZINC13781267,CCC(C)(C)C(=O)C(=O)N1CCCCC1C(=O)OCCCC2=CN=CC=C2
ZINC29478942,C1=CC=C(C=C1)C(C(C(=O)O)NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)O
D01603,C[NH2+]C(=NC)NCC1=CC=CC=C1.C[NH2+]C(=NC)NCC1=CC=CC=C1.[O-]S(=O)(=O)[O-]
D00616,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl
ZINC49069622,C1=CC=C(C=C1)CC(CO)NC(=O)C2=CC3=CC=CC=C3S2
D05129,CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)O)C(=O)C=C(N2CC)C(=O)O
ZINC13864744,C1=CC=C(C=C1)C2=C(C(=CC=C2)C3=CC4=CC(=C(N)N)C(=O)C=C4N3)O
ZINC36350088,C1C(C(OC1N2C=C(C(=O)NC2=O)C3=CC=C(C=C3)[N+](=O)[O-])COP(=O)([O-])[O-])O
ZINC00155218,C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)O
ZINC27724362,CC(C)COC(=O)OCC(C(=O)NC(C)C(=O)NCC1=CC=C(C=C1)C(=N)N)NS(=O)(=O)CC2=CC=CC=C2
D00642,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.C(C(C(C(C(C(=O)O)O)O)O)O)O
ZINC13531965,C(C1C(C(C(C(O1)SC2C(C(C(C(O2)CO)O)O)O)O)O)O)O
ZINC13517979,C1=CC=C(C(=C1)CN)NCC(CCCN=C(N)N[N+](=O)[O-])N
ZZI,CCCN(CCC)C(=O)C(C(CO)O)O
D00501,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
D02070,C[N+]1(C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O)C.[Br-]
D00043,CC(C)OP(=O)(OC(C)C)F
ZINC64549762,CCCOC1=C(C=C2C=CC(=O)OC2=C1)C(=O)C
ZINC28566372,CC1=CC=C(C=C1)CS(=O)(=O)C(C)(C)C(C(=O)N2CC(CC2C#N)F)N
ZINC29397866,C1CC(CCCC(C1)OC(=O)N2CCN(CC2)C(=O)NCC3=CC=C(C=C3)N=C(N)N)OC(=O)N4CCN(CC4)C(=O)NCCCCCN
ZINC40828825,C1=CC=C(C=C1)CCCCCCC(=O)C2=NN=C(S2)C3=CC=CS3
ZINC13643794,CCCN1N=C(N=N1)C2=C(C(=O)NO2)CC(C(=O)O)N
ZINC14957064,C1=CC(=CC(=C1)CN)C2=CC(=CC(=C3NC4=C(N3)C=C(C=C4)C(=N)N)C2=O)C(CC(=O)O)C(=O)O
ZINC96273200,C1=CC2=C(C=C1N3C(=NNC3=S)C4=CC(=CC(=C4)Cl)Cl)SC(=C2)C(=O)O
ZINC14980070,C1=CC=C(C=C1)SCCCCCC(=O)C2=NC=C(O2)C3=CC=CC=N3
ZINC71317259,CNC1=NC(=CN=C1)C2=CNC(=O)C(=C2)NC(=O)C3=CC=C(C=C3)N4CCCC4CN5CCCC5
D01223,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O
ZINC13745065,CC(=CC1=CC=C(C=C1)C(=O)O)C2=CC(=C(C=C2)OC)C(C)(C)C
ZINC13335389,CC1=CC2=C(C(=C1)OC)C(=O)C3=C(O2)C=CC(=C3C(=O)O)O
ZINC13800665,C1=CC(=CC=C1NC2=NC(=NC=C2)NC(=O)CNC(=O)CN)S(=O)(=O)N
D01223,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O
ZINC13611930,C1=CC=C(C=C1)CCCCCCCC(=O)C2=NC=C(O2)C3=CC=CC=N3
ZINC29245412,C1=CC2=C(C=C1OC(=O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O)SC(=N2)S(=O)(=O)N
GAL,C(C1C(C(C(C(O1)O)O)O)O)O
ZINC66103493,CN(C#N)N(C)C(=O)C(CC1=CC=C(C=C1)O)NC(=O)OCC2=CC=CC=C2
ZINC36269562,CCC(C(=O)C(=O)NCC(C1=CC=C(C=C1)OC)O)NC(=O)C(CC(C)C)NC(=O)OCC2=CC=CC=C2
D02070,C[N+]1(C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O)C.[Br-]
D00411,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
ZINC03990365,CC(C)CC(C(=O)NCC(=O)N1CCC(CC1)C2=CC(=NN2C)C3=C(C(=C(C=C3)OCC4=CC=C(O4)C(=O)O)Cl)Cl)N=C(N)N
ZINC05570003,C1=CC(=CC=C1S(=O)(=O)NO)I
D00524,C[N+](C)(C)CCOC(=O)N.[Cl-]
ZINC64512738,C1=CC=C2C(=C1)C3=C(C=N2)NC(=N3)SCC(=O)C4=CC(=C(C=C4)Cl)S(=O)(=O)N
D01097,C1=CC(=NC=C1Cl)C(=O)NCCN.Cl
ZINC13745049,C1C2CC3CC1CC(C2)(C3)C4=C(C=CC(=C4)C5=CC6=C(C=C5)C=C(C=C6)C(=O)O)CCCO
ZINC19365690,CN(C)CCN(C)CCN(C)CCN(C)C
D01164,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
ZINC36143515,CC(C)N(CCOCC1=CC=CC=C1)C(=O)NC(CC2=CC=CC=C2)C=O
ZINC49899385,COC1=CC=CC(=C1)C(=O)OC2C(C(OC(C2O)SC3C(C(C(C(O3)CO)O)OC(=O)C4=CC(=CC=C4)OC)O)CO)O
ZINC29134322,C1=CC(=CC=C1C2=CN(N=N2)C3C(C(C(C(O3)CO)O)O)O)S(=O)(=O)N
D00537,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C
D00518,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N
ZINC64559976,C1C(C(=O)NCC(=O)NCC(=O)N1)C(C2=CC=CC=C2)NC3=CC=CC=C3
ZINC13517982,C1=CC(=CC(=C1)NCC(CCCN=C(N)N[N+](=O)[O-])N)CN
ZINC64560782,CC(=O)C1=C(C=CC2=C1OC(=O)C=C2)OCC3=CC=CC=C3
D00169,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)[O-])Cl.O.[Na+]
DHB,C1=CC(=C(C=C1C(=O)O)O)O
D02361,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)N(C)C
D02826,C1CNC(=NC1)NCCCNCC2CCC3=CC=CC=C3O2.Cl.Cl
ZINC28647462,C1=CC=C(C=C1)CONCC(=O)NO
D00295,CC1=C(N=CN1)CSCCNC(=NC)NC#N
